Unnamed: 0, Produção Ambulatorial_Estabel. com cod. SIA_até out/99,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
PRIVADO,00.567.003/0001-01-ICAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613.2,0,11181.3,0,0,0,0,0,0,0,0,0,19794.5
PRIVADO,00.568.811/0001-93-CLINICA NEFROLOGICA SOLEDADE LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,4630.5,4630.5,5292,5292,8232,8599.5,1282.899999999999,8738.889999999998,12826.849999999997,10250.469999999998,9281.72,8136.479999999998,10270.82,8630.71,11462.700000000003,10864.329999999998,9272.62,11090.619999999997,11635.399999999996,11554.609999999999,13330.110000000002,12913.829999999998,15824.520000000004,15834.120000000004,16226.770000000006,16903.68,20073.219999999998,21400.339999999993,19169.529999999995,22956.379999999994,22151.949999999997,21093.729999999996,21950.229999999996,23677.209999999995,21415.449999999993,458219.6899999999
ESTADUAL,00.689.359/0001-18-FUND EST PROD PESQ - IPB - LACE,22696.16,13984.7,21255.739999999994,27152.52,22873.03,60093.909999999996,32037.94,27194.6,22756.99,25362.36,28207.339999999997,28094.49,32069.280000000002,0,32068.480000000003,32069.460000000003,31170.090000000004,49356.36,57834.48,0,0,57813.77,57815.15000000001,57723.21,59389.56,73575.93,71814.12,71743.83999999998,63267.479999999996,63579.36999999999,61035.720000000016,58282.34,71787.09,71797.74999999999,71540.71,71486.56999999999,71537.81,71542.76000000001,71578.13,71533.51,71535.05,71525.25,71441.52,105749.82,126987.78000000001,72705.76999999999,72905.68999999999,96168.87,124852.45999999999,101841.68999999999,127784.97,141747.91000000003,130734.81,141293.98,91125.36,109831.41,81295.34,108391.47000000002,75827.27,81833.98999999998,64896.159999999996,72684.72000000002,3978284.0400000005
ESTADUAL,00.689.359/0001-18-FUND EST PROD PESQ SAUDE HEMOCE,114972.36,96068.35,104037.45,95919.67000000001,107086.35999999999,63455.840000000004,105054.4,93149.78,94330.72,112985.41,104313.45,126034.23,108282.28,0,105193.73999999999,132016.96,124731.85,117078.84999999999,119200.64,78284.95,103157.20999999999,112309.55,122283.35,105230.43999999999,114373.12,129789.64000000001,123019.35999999999,119411.26000000001,111303.41,98748.61,121932.47,85200.66,81612.59999999999,137058.63999999998,151413.93999999997,169997.13,165982.90000000002,161263.9,152857.94,159025.79,153586.23,177014.9,172919.03000000003,124563.87,199876.50000000003,196381.99,182582.75000000003,249628.37000000002,249513.67999999996,186195.27000000002,241499.14,218973.36000000002,246966.40000000002,246780.74000000005,232747.01000000004,153395.94,205917.36999999997,154054.47,230498.65,217664.16,187815.05000000002,208899.34999999998,8965643.440000003
ESTADUAL,00.689.359/0001-18-FUNDACAO EST PROD PESQUISA EM S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.63,207.03,390.46,487.21999999999997,313.35,0,382.37,525.44,872.6999999999999,525.91,1005.6600000000001,1005.08,1005,1005.13,1005.89,1005.9599999999999,902.57,422.97999999999996,1005.3800000000001,1005.72,1004.57,1255.4,1129.6699999999998,1255.6699999999998,1256.46,1256.42,1255.32,0,1255.59,0,0,1373.28,652.39,922.4999999999999,1754.8,1428.25,29233.79999999999
ESTADUAL,00.689.359/0001-18-LABORATORIO  REGIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847.66,0,0,591.64,601.58,633.7199999999999,0,0,0,460.06000000000006,0,700.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.2599999999998,2406.2,2156.88,2601.46,0,2508.9,2590.93,2693.49,2840.85,1790.58,0,5679.15,2838.74,36539.26
ESTADUAL,00.689.359/0001-18-LABORATORIO REGIONAL,1345.6,1763.2699999999998,1573.83,1773.53,0,752.89,2136.29,0,1719.49,2162.4399999999996,1461.1999999999998,0,1471.03,0,1880.2,1683.78,1580.41,1634.1999999999998,1880.78,1880.2,1880.7599999999998,1879.9499999999998,1880.23,1880.02,1880.71,1879.7700000000002,1880.82,1879.77,1880.7000000000003,2654.1800000000003,2989.4300000000003,2672.1499999999996,2663.99,2989.1099999999997,2989.09,2552.9900000000002,2545.83,2988.5800000000004,2989.6800000000003,2988.45,2989.64,2989.8,2918.3,2667.7100000000005,3424.66,2988.8999999999996,2989.4,3735.4000000000005,2822.7799999999997,3492.0900000000006,3734.9700000000003,2961.93,3734.8900000000003,3323.3500000000004,3398.6600000000003,1864.9800000000002,3059.4399999999996,1362.09,3599.2999999999997,3570.9100000000003,3339.5299999999997,4575.2,144189.28
PRIVADO,00.714.721/0001-63-LABORATORIO_DE_PATOLOGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18946.6,0,0,0,0,0,0,0,0,0,18946.6
PRIVADO,00.965.198/0001-48-HOSPITAL COMUNITARIO MARC. RAMO,351.08,199.27999999999997,331.65,390.07,331.23,258.66,384.26,427.95,448.59,329.19,438.43,274.74,432.66999999999996,409.92,361.9,346.02,346.82,281.95,334.14,265.96000000000004,386.14,339.46000000000004,264.36,343.54,302.72,283.72,241.85000000000002,228.51000000000002,431.46999999999997,413.45000000000005,413.28999999999996,343.32000000000005,308.52,445.24,428.1499999999999,406.58,541.31,467.51,481.4,156.81,417.75,351.02,384.09000000000003,108.83000000000001,574.12,564.04,566.3,564.5900000000001,481.90999999999997,344.98999999999995,541.06,486.71,581.0299999999999,493.05999999999995,459.95,462.15,547.69,482.36,490.9,367.11,435.02,502.06000000000006,24378.600000000006
PRIVADO,00.969.340/0001-25-FERNANDO MOSSMANN & CIA LTDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10951.02,10827.51,10821.89,10952.720000000001,10951.76,10881.359999999999,10786.11,76172.37
,00.969.340/0001-25-LABORATORIO  SANTA  CRUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.5800000000002,2563.71,2788.2699999999995,2708.4700000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9256.029999999999
MUNICIPAL,01.273.946/0001-94-CENTRO DE ESPECIALIDADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.6800000000003,809.88,1502.7999999999997,1831.9199999999996,1987.2999999999997,1681.9799999999998,1750.32,1606.5,1771.57,1773.0999999999997,1497.5300000000002,1360,1221.96,846.6800000000002,989.23,1201.56,1046.52,1030.1999999999998,1317.8400000000001,1443.3000000000002,1377.8999999999999,1318.86,1100.07,1588.4999999999998,1194.93,578.85,864.4499999999999,1115.79,1444.33,1685.1799999999998,1633.31,1202.05,1358.4,44442.49
MUNICIPAL,01.273.946/0001-94-HEMOCENTRO REGIONAL DE SANTA RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13054.23,10660.47,10751.31,11698.42,23372.8,69537.23
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE AUXILIADORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.3500000000001,1923.3,1432.3,1538.1000000000004,1628.3799999999997,2513.7799999999993,2001.58,2088.0100000000007,2739.8900000000003,3262.36,2530.4900000000002,2911.559999999999,2374.1999999999994,3069.3899999999994,1531.0200000000002,2140.16,2808.7800000000007,3872.5599999999995,3079.5300000000007,3803.67,2783.529999999999,2511.3199999999993,2642.5299999999993,3519.3599999999983,1947.4199999999994,3710.5399999999986,1630.7800000000002,3942.6700000000005,3045.2100000000005,2542.1099999999997,1510.1599999999994,2034.2499999999998,2379.48,83147.76999999999
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE BEATRIZ/OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222.08,1621.9599999999998,1088.09,1890.0299999999997,3215.330000000001,1362.2899999999997,2413.309999999999,2652.699999999999,3851.3300000000004,4714.44,4115.579999999998,4089.4399999999982,3746.869999999998,3302.3499999999995,3123.2999999999997,4187.979999999999,3967.0999999999985,3195.279999999997,3470.4999999999986,3811.8999999999996,3499.7700000000004,3716.339999999999,2952.4100000000003,3736.3099999999977,2339.2700000000004,1245.7099999999996,2229.03,3461.769999999998,2854.3500000000004,3458.909999999999,3228.9599999999996,3621.9099999999994,3150.6000000000004,100537.20000000003
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE BELA UNIAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.5500000000001,1230.74,0,1984.09,1662.1699999999998,1710.1500000000003,1750.3800000000003,1852.9899999999996,1789.0700000000002,731.7299999999999,2475.1099999999997,1743.9699999999998,1787.7099999999998,303.09999999999997,1573.98,2295.8500000000004,1683.19,1996.5100000000002,1380.7099999999998,1981.0400000000004,1895.95,2374.94,2143.62,2193.5299999999993,1938.3200000000002,1009.1900000000002,1219.6000000000004,2720.5499999999997,2183.81,2298.3599999999997,2659.2899999999995,2723.0900000000006,2634.67,58675.96
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.0800000000004,1854.0300000000007,2014.75,2661.23,3556.9499999999985,3121.129999999999,3596.6,3421.9199999999996,3659.06,4444.459999999998,3885.0599999999995,3244.399999999999,2501.6,3368.8799999999983,2581.94,4410.02,3969.76,3723.7499999999986,3574.409999999998,3598.8099999999995,3799.869999999998,3393.6900000000005,3391.3599999999983,4281.300000000001,3459.159999999999,2580.5899999999997,3250.2799999999993,4130.65,4482.5,3881.11,4648.830000000002,3675.2299999999996,4235.119999999999,114458.52999999998
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE CRUZEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298.6,2587.909999999999,2265.9799999999996,3142.89,3450.46,2712.81,3376.24,2622.0299999999997,4670.269999999999,5764.430000000002,3032.999999999999,3493.3899999999994,4724.759999999999,3203.2500000000005,2812.0099999999998,4494.689999999999,4809.1,6062.580000000002,4536.769999999999,4991.289999999997,5288.949999999999,5918.419999999998,4018.9499999999985,5274.029999999999,5165.700000000001,4391.009999999998,3737.289999999999,5674.689999999999,4427.989999999999,4263.829999999997,4996.759999999998,5839.389999999998,5603.95,139653.41999999998
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE ESPERANCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.7499999999999,959.7600000000001,701.4900000000002,534.9399999999999,1848.5600000000004,2025.2500000000002,2238.8999999999996,1592.4100000000003,1768.6699999999998,2084.78,2047.3300000000002,1597.0099999999998,1767.8799999999992,1453.4299999999998,1830.5,2309.7299999999987,1600.8700000000001,2073.9199999999996,1899.14,1831.8799999999999,2492.5499999999997,1783.7400000000002,1933.6100000000006,1754.5600000000002,1554.51,1506.5000000000002,1356.1399999999999,2147.41,2121.49,1775.2800000000002,1917.7399999999998,2233.1699999999996,2325.5399999999995,57889.43999999998
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE PLANALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.47,1301.2299999999996,1341.38,2268.4599999999996,1956.3899999999999,3519.9700000000016,3184.4699999999984,1669.6600000000008,2511.18,3456.2200000000007,2718.61,3052.600000000001,3077.1899999999996,3027.569999999999,3092.5899999999992,2810.45,3179.0999999999995,3351.28,2948.65,4623.33,4044.969999999999,4333.619999999998,3544.650000000001,3747.5499999999997,3777.5299999999993,3179.4999999999995,3676.78,4175.909999999999,3798.6300000000006,6123.239999999999,6652.469999999999,4794.6,3112.7500000000005,109197.00000000001
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE SETE DE SETEMBRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.6300000000001,883.87,708.0699999999999,786.4599999999999,397.89,675.46,1369.86,1048.8500000000001,860.03,607.4699999999999,1446.4,1789.05,688.8199999999999,0,1339.9999999999998,981.1200000000001,1186.5200000000002,1096.5300000000004,1106.68,1463.42,1575.15,1166.4500000000003,1091.5900000000001,1112.1,1184.8900000000003,1134.4000000000003,1239.04,1486.93,1428.51,1092.0299999999997,396.65,505.40000000000003,841.07,33301.340000000004
MUNICIPAL,01.273.946/0001-94-POSTO DE SAUDE SULINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.64,2579.95,2317.5699999999997,2038.3000000000004,3441.35,3842.7299999999996,4006.77,4031.1800000000003,4170.08,4262.46,3467.0199999999995,3756.1,3532.98,3284.6699999999996,2888.5799999999995,4061.4199999999996,3127.5999999999995,3839.4900000000002,3142.7699999999995,3904.8299999999995,3748.8300000000004,3156.31,2887.6799999999994,3454.1900000000005,3390.749999999999,2096.4100000000003,1991.3800000000003,3832.19,4065.1099999999997,3719.8099999999986,3649.8099999999995,4103.879999999999,4808.6,112501.44
PRIVADO,01.526.873/0001-03-NEFRON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497.3000000000002,10674.89,12189.429999999997,15280.550000000001,13456.330000000002,17173.45,17894.770000000004,16546.490000000005,19672.329999999998,19454.9,17691.69,21477.129999999997,24084.249999999993,0,19897.829999999998,23099.389999999992,25501.219999999998,25302.16999999999,22899.409999999996,19870.759999999995,23078.729999999996,25688.059999999994,24690.179999999997,24344.169999999995,22544.35,25984.929999999997,489994.70999999985
MUNICIPAL,01.539.271/0001-82-S.M.S.DE TOROPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.98000000000002,311.46999999999997,437.22,0,501.46,508.40000000000003,561.56,0,1521.5199999999998,758.79,703.45,774.53,35.72,8.66,45.120000000000005,44.199999999999996,185.46999999999997,21.64,22.1,0,44.660000000000004,779.73,864.4999999999998,739.8799999999998,1072.28,1071.27,1132.64,948.75,988.19,14296.19
MUNICIPAL,01.601.856/0001-85-POSTO SAUDE MUNICIPAL NOVO CABR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.05000000000007,722.4300000000001,641.4300000000001,579.18,554.49,519.96,488.58000000000015,410.96000000000004,612.15,725.4499999999998,0,0,0,0,90.78,75,7.5,1,5.5,6,11.5,259.21,222.34999999999997,230.48999999999998,231.63,271.74999999999994,213.89999999999998,7210.289999999999
MUNICIPAL,01.601.856/0001-85-UNIDADE SANITARIA CORTADO,0,0,0,0,0,417.0999999999999,386.6600000000001,214.56,244.10000000000002,371.06,749.6300000000001,415.68000000000006,534.79,364.11999999999995,575.2900000000001,490.32,378.62000000000006,538.8100000000001,107.61,161.84,227.35,235.55000000000004,348.04999999999995,166.52000000000004,20.880000000000003,378.3,243.14,99.34,326.85,294.18999999999994,22.44,0,0,0,0,57.03,433.27,336.25000000000006,388.01000000000005,293.56,315.46999999999997,284.43,270.36,340.71000000000004,438.85999999999996,0,0,0,0,50.03,0,3,2.5,0.5,1,3.5,179.37999999999997,175.83,154.21,192.29000000000002,201.57999999999998,178.24999999999997,12612.820000000003
MUNICIPAL,01.601.857/0001-20-UNIDADE DE SAéDE - SEDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.8799999999999,824.7100000000002,865.72,1264.02,1169.57,1141.76,1136.73,1103.5600000000002,1109.8200000000002,1167.3899999999996,1142.6799999999996,531.69,631.3299999999999,661.9100000000001,13568.77
MUNICIPAL,01.601.857/0001-20-UNIDADE DE SAéDE RINCÇO DA ESTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.74,336.29,423.84999999999997,472.90000000000003,433.0999999999999,478.34000000000003,477.8299999999999,477.78,477.5299999999999,410.51,429.3900000000001,140.18,266.91999999999996,182.12,5354.4800000000005
MUNICIPAL,01.601.857/0001-20-UNIDADE SANITµRIA DE ITAéBA,0,0,0,0,0,281.45,0,311.91999999999996,260.84999999999997,262.97999999999996,275.38,290.28,352.52000000000004,304.45000000000005,293.33,331.75,368.46999999999997,362.35,0,360.31,364.39,362.35,193.29,333.79,374.59,394.99,329.71,312.88,304.72,18.36,0.51,18.36,0,0,0,0,258.85999999999996,310.76000000000005,310.84000000000003,298.49,395.75,394.84,263.18000000000006,394.61,516.9400000000002,0,0,0,897.0999999999999,904.1099999999999,1171.88,1036.65,1009.3900000000001,1011.2700000000002,1005.2300000000001,997.2400000000002,1010.6900000000002,1018.6100000000001,1012.68,424.38,577.45,539.27,22824.200000000008
MUNICIPAL,01.602.022/0001-94-POSTO DE SAUDE 27 DA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.4,445.53,591.1899999999999,487.5200000000001,507.26,551.54,560.0600000000001,547.3800000000002,371.76,183.46,180.97,0,0,0,0,126.42999999999999,0,0,0,0,715.3,699.94,779.28,698.0400000000003,712.46,764.4400000000002,757.3700000000001,973.7600000000001,10961.090000000002
MUNICIPAL,01.602.022/0001-94-POSTO DE SAUDE SAO JOSE DE CAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.85,42.53999999999999,48.94,44.29,50.400000000000006,48.45,55.66,3,29.58,49.059999999999995,0,0,0,0,9.5,0,0,0,0,18.560000000000002,9.6,23.47,33.43,49.199999999999996,58.71999999999999,57.87,50.059999999999995,730.18
MUNICIPAL,01.602.258/0001-20-POSTO DE CANDELARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.5,678.67,700.4499999999999,638.5499999999998,767.1100000000001,827.01,661.84,875.74,779.3199999999999,927.3199999999999,972.3500000000001,561.5200000000001,710.8499999999999,1244.2400000000002,0,0,0,0,247.17,0,0.5,0,367.2,0,0,0,656.6300000000001,386.55000000000007,560.78,600.92,1205.5599999999997,14798.78
MUNICIPAL,01.605.306/0001-34-AMBULATORIO MEDICO DE ITAARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.4499999999998,1817.18,1846.01,1735.57,1804.88,1766.0599999999997,1674.61,1822.1999999999994,1822.0700000000002,1622.1500000000005,1836.8400000000001,0,0,0,1835.79,1929.5499999999997,1869.7199999999996,1778.9299999999998,1863.2699999999993,1735.9099999999996,1784.6399999999996,1674.1499999999996,1796.2500000000002,1728.31,1829.0299999999995,1907.0900000000004,1948.6199999999994,1944.1499999999999,44700.43000000001
MUNICIPAL,01.605.306/0001-34-PREF MUNIC ITAARA - PACS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,854.0799999999999,971.8399999999999,0,0,0,593.08,639.22,896.8499999999999,664.96,454.69,462.61,525.84,419.48,306.64,8.5,6,13,522.02,476.3,7865.11
MUNICIPAL,01.606.399/0001-11-PAM CHUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.98,367.62,1836.7800000000002,1557.7599999999998,1332.7800000000004,1768.2299999999996,1366.55,2287.4499999999994,1552.78,1731.07,2208.919999999999,1844.8599999999997,1895.1999999999998,20083.98
