UPS CGC/PI,Jul/94,Ago/94,Set/94,Out/94,Nov/94,Dez/94,Jan/95,Fev/95,Mar/95,Abr/95,Mai/95,Jun/95,Jul/95,Ago/95,Set/95,Out/95,Nov/95,Dez/95,Jan/96,Fev/96,Mar/96,Abr/96,Mai/96,Jun/96,Jul/96,Ago/96,Set/96,Out/96,Nov/96,Dez/96,Jan/97,Fev/97,Mar/97,Abr/97,Mai/97,Jun/97,Jul/97,Ago/97,Set/97,Out/97,Nov/97,Dez/97,Jan/98,Fev/98,Mar/98,Abr/98,Mai/98,Jun/98,Jul/98,Ago/98,Set/98,Out/98,Nov/98,Dez/98,Jan/99,Fev/99,Mar/99,Abr/99,Mai/99,Jun/99,Jul/99,Ago/99,Total
03.043.161/0001-50-PMS  BREJAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.5200000000001,913.5200000000001
03.043.161/0001-50-PMS CAJUEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.48,911.48
03.043.161/0001-50-PMS DE GUARIBAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426.9399999999998,1426.9399999999998
03.118.011/0001-69-CS DE DOMINGOS MOURÇO,1413.4799999999998,834.0799999999999,1028.84,676.48,818.06,1403,1375.08,1374.9,1348.73,1339.48,1199.3,224,1374.96,1374.82,1374.87,1374.45,1374.91,1374.13,1374.03,1374.82,1374.79,1374.23,1077.75,1063.1599999999999,1068.87,1250.13,1249.97,1250.09,1249.87,1205.44,1249.93,1250.18,1249.88,1249.99,0,0,0,1249.9299999999998,785.43,779.46,1258.17,1258.24,1036.66,1258.28,0,951.9199999999998,1241.8600000000001,1236.68,1241.82,1234.18,1234.27,1234.18,1234.02,1234.18,1033.62,0,781.39,1260.34,1197.31,1052.3899999999999,978.5800000000002,2084.02,68053.62999999999
03.118.011/0001-69-P. DE SAUDE CACHOEIRINHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.46,394.46
03.122.557/0001-93-UBS DE GILBUES,2274.0099999999998,2015.2,2328.63,1993.9,1425.8500000000001,0,959.3000000000001,0,1229.71,1329.6799999999998,1439.28,1281.36,1446.8,1288.91,2052,0,0,2555.9100000000003,1915.95,2434.9900000000002,3439.1599999999994,3331.79,4027.93,959.35,959.34,1128.94,1128.96,1128.94,1076.79,1049.5,1049.53,1102.57,1129.8,1102.55,1102.54,1128.84,1129.82,1113.49,1049.52,1049.5,1049.53,1049.52,1102.5400000000002,1090.31,1049.53,1859.78,711.27,750.5699999999999,1189.93,850.25,72.22,969.9,993.0200000000001,1019.05,1043.8899999999999,980.88,1053.51,1057.65,1319.4,1445.03,1284.72,1279.56,80382.39999999997
03.137.063/0001-82-PMS  SITIO DO MOCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.52,83.64,85.68,148.08,129.84,167.56000000000003,692.32
03.137.063/0001-82-UPS MAE FRANCISCA,121.2,145.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983.27,337.02,979.9600000000002,982.95,983.1600000000001,983.15,983.08,982.7800000000001,1051.13,0,0,761.57,0,762.3299999999999,308.5,0,0,341.1,1794.3999999999996,1794.3999999999996,526.1700000000001,276.84000000000003,351.5999999999999,916.0699999999999,1122.24,942.7,18431
03.137.063/0001-82-UPS PEDRO RODRIGUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.24,379.5,365.16,951.6599999999999,347.31,719.1,719.1,719.0999999999999,706.8599999999999,457.78,270.24,737.6899999999998,286.08000000000004,763.8,0,344.13000000000005,0.5,883.5400000000001,607.8199999999999,598.58,614.1100000000001,962.05,962.55,280.03999999999996,176.60000000000002,270.16,498.68,1219.77,1267.75,16478.9
03.168.626/0001-08-CS SANTA RITA,0,0,0,104.04,68.85,99.44999999999999,161.67000000000002,136.68,70.89,96.9,87.72,212.67,251.43,191.25,188.19,238.68,288.15,319.26,336.6,262.65,384.54,508.98,424.83000000000004,158.1,158.1,938.1800000000001,939.27,939.46,939.19,939.39,938.7800000000001,939.15,939.36,939.53,939.53,939.42,716.55,911.37,1128.6299999999999,1047.5400000000002,1682.25,1196.97,1053.6200000000001,827.2500000000001,727.64,553.5400000000001,545.5400000000002,555.5,554.0699999999999,554.8299999999999,555.21,554.94,529.52,361.62,1313.5,1739.2199999999998,1291.8200000000002,1495.7499999999995,1984.879999999999,1841.56,1995.97,1808.8,42608.98
03.198.226/0001-37-CL FISIOT E REAB DR ARMANDO CAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565.9999999999995,3565.9999999999995
03.231.879/0001-70-USF DE CURRALINHOS,1530.25,1034.24,1068.6399999999999,1448.09,0,1654.74,1610.37,1315.08,704,1483.8899999999999,1554.27,1703.19,1056,1475.22,1056,1044,1056,1396.68,1477.77,1497.6599999999999,1558.1100000000001,1056,579.5600000000001,999.01,999.02,1281.6,1175.53,1281.85,1281.9299999999998,1281.9299999999998,1281.9299999999998,1175.85,1175.82,1281.6399999999999,1280.9899999999998,1281.6399999999999,1280.9199999999998,1281.1599999999999,1279.5899999999995,1175.53,1175.49,1175.15,424.53999999999996,1174.4900000000002,730,1686.1899999999998,1324.3400000000001,862.4200000000001,746.3199999999999,0,456.18000000000006,728.9599999999999,969.5899999999999,928.4499999999999,826.6700000000001,962.8800000000001,886.7200000000003,1297.2499999999998,1375.599999999999,1097.74,1645.12,1340.03,70969.82999999997
03.262.418/0001-65-CLINICA DE OLHOS TERESINA LTDA,0,0,0,0,0,0,0,0,0,0,0,0,175.44,0,0,0,306,0,0,316.2,157.08,0,318.24,0,0,0,0,0,0,0,228.48,228.48,208.08,14.28,3260.11,7441.259999999999,7966.3,6709.75,7838.1,8048.46,7306.5599999999995,7633.799999999999,7969.2,7740.9800000000005,7663.4400000000005,7774.0199999999995,7989.3,9678.199999999999,9932.34,9907.699999999999,9935.75,14448.35,15005.32,14550.35,14648.44,14417.69,14910.68,14658.060000000001,15003.86,14759.86,15018.46,15003.86,299172.48
03.287.237/0001-93-CMS DE RIACHO FRIO,0,0,0,0,0,0,0,876.26,0,78,478.4,925.92,550.8299999999999,0,280.33000000000004,310.89,343.53,311.55,324.74,368.78,366.07,316.40999999999997,507.89,294.27,0,346.23,346.02,346.12,0,692.28,0,0,344.73,151.69,346.29,0,346.29,346,345.95,346.17,345.88,346.21,346,233.08,190.93,0,0,0,0,87,171.66,78.66999999999999,313.8,86.89,547.72,989.02,576.2700000000001,580.64,596.85,1197.62,911.05,803.0400000000004,18693.969999999998
03.375.811/0001-65-PS VILA NOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.06,1863.7899999999995,2063.19,1950.56,2442.620000000001,2442.6200000000003,3623.7100000000005,1986.6399999999999,16665.190000000002
03.543.912/0001-06-P DE S ALECRIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.44,451.69,427.03000000000003,464.77,336.5,442.52,143.04999999999998,183.3,102.66,2952.9600000000005
03.712.702/0001-96-OFTALMOCLINICA PIAUIENSE LTDA,369.24,408,408,408,397.8,408,408,408,408,408,408,326.40000000000003,326.4,326.4,326.40000000000003,326.40000000000003,326.40000000000003,326.4,279.47999999999996,255,297.84,473.28,232.56,216.24,165.24,208.08,208.08,208.08,224.4,208.08,208.07999999999998,204,208.08,2110.4700000000003,2234.0299999999997,2210.5899999999997,2037.27,1782.9899999999998,1935.2400000000002,2037.27,2004.63,2100.39,2020.6,1950.8899999999999,2244.93,2171.4900000000002,2206.17,2697.11,2783.81,2712.33,2707.1,2449.96,2489.38,2412.88,2633.33,2452.3,2566.66,2392.27,2541.55,2505.85,2779.49,2732.21,78223.55
03.764.617/0001-71-LUCIA MARIA DE S AGUIAR DOS SAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56,69.6,0,69.6,112.77000000000001,53.7,59.07,48.33,431.62999999999994
03.939.353/0001-40-CANROBERT EULALIO LEITE,277.44,318.24,283.56,214.2,261.12,220.32,295.8,230.51999999999998,287.64,0,0,255,269.28,277.44,210.12,136.68,46.92,89.76,148.92,118.32,140.76,269.28,153,128.51999999999998,175.44,136.68,148.92,161.16,130.56,118.32000000000001,155.04000000000002,126.48,108.12,155.04000000000002,138.72,140.76000000000002,1507.46,2299.44,2517.16,2540.3900000000003,2474.3199999999997,2393.51,2517.24,2639.09,2078.82,2480.1000000000004,2547.54,3278.56,3323.08,6063.92,6232.219999999999,5753.3099999999995,5732.19,5773.999999999999,6128.69,4855.27,6371.46,5616.860000000001,5973.16,6182.39,6369.82,6321.679999999999,116299.76000000001
04.011.787/0001-48-LAB VITAL BRASIL,2279.5,2156.35,2136.05,2155.56,2157.89,2297.6,2166.9,2346.45,2318.8099999999995,2273.3799999999997,2223.7,2311.78,3253.85,4002.130000000001,4897.49,4990.83,4995.06,4840.71,4923.389999999999,5070.860000000001,5073.650000000001,5057.2300000000005,5059.850000000001,2876.2999999999997,3384.4700000000003,5909.380000000001,4862.9,4901.12,4933.96,5057.1900000000005,5055.7300000000005,2525.8899999999994,5002.63,3444.1400000000003,3929.6000000000004,4400.960000000001,4668.66,4334.49,4579.33,4394.599999999999,4752.29,5056.99,4733.65,4983.57,4623.849999999999,4356.05,4767.360000000001,5188.339999999999,5721.6900000000005,6320.960000000001,6090.349999999999,6320.950000000001,6319.97,5927.54,4011.54,5279.28,5650.95,5537.82,6060.399999999999,6156.68,6319.97,6111.25,273541.82
04.012.400/0001-78-PROCITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184.2,5901.02,255.1,0,1108.96,1392,1718.49,1434.6200000000001,1611,1542.88,1815.06,1669.77,21633.100000000006
04.036.841/0001-00-LABORATORIO COLPOCITO TOURINHO,11130,11130,11130,11805,11805,8265,9950,11805,11805,10456,11333,11805,11805,11130,11805,11805,11805,11805,11805,11805,11805,23610,11441.64,11191.12,11536.9,10383.58,7954.24,10382.619999999999,8331,6403.339999999999,7795.42,7725.54,8497.98,9418.06,10200.85,8263.57,6855.410000000001,5903.96,5876.97,5875.88,4032.7799999999997,4032.77,4032.77,4032.77,4032.86,4032.92,4032.86,5042.26,5042.26,5045.64,11707.44,21958.839999999997,7816.25,3567.35,5041.83,5040.17,5042.23,5041.240000000001,6815.5,7460.780000000001,5106.869999999999,5622.389999999999,549217.86
04.049.579/0001-38-JOSE MARTINS SOARES,2471.63,2459.3399999999997,2471.64,2414.2300000000005,2432.9700000000003,2383.4199999999996,2453.5199999999995,2420.8199999999997,2436.54,2453.87,2412.29,2446.4000000000005,2444.0299999999997,2422.83,2351.73,2478.17,2523.5499999999997,2305.4,2502.8599999999997,2475.87,2205.6,1973.0800000000002,2527.01,2063.93,2428.5199999999995,2428.8199999999997,2428.58,2427.5499999999997,2156.8,2009.1299999999997,2429.0200000000004,2428.23,1858.2800000000002,2428.15,2428.2,2428.5,2428.46,2427.65,2428.67,2428.3900000000003,2427.7200000000003,2428.3,2427.77,2428.45,0,4855.85,2427.72,3034.51,3035.78,3035.12,3035.9300000000003,3036.13,3035.66,1485.9499999999998,4671.49,0,3054.02,6222.16,3051.15,3358.1499999999996,2480.62,4468.2699999999995,159124.43
04.053.538/0001-15-LAB DE ANAL CL ARAUJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085.1,1638.22,1758.52,1446.7399999999996,1937.69,1949.44,1975.38,2013.0899999999997,2042.6999999999998,2048.03,2006.28,20901.19
04.266.498/0001-90-PS AMARGOSA,0,0,0,0,0,0,0,0,63.239999999999995,0,79.48,1205.58,1486.5,1579.95,1225.16,1545.7,1575.28,1497.76,1762.62,1434.2899999999997,1449.99,1520.2,0,984,1231.02,1261.09,212.14,1259.31,1035.6699999999998,1198,1059.06,920.01,901.8199999999999,893.73,615.5899999999999,852.95,1181.53,1696.58,1697.83,1697.8999999999999,1697.9199999999998,1695.36,988.4,842.6199999999999,1375.4799999999996,1506.1099999999994,613.68,355.0999999999999,500.5200000000001,432.95000000000005,114.11,359.37,323.6800000000001,356.05,246.46,364.10999999999996,340.65000000000003,0,381.6000000000001,285.84000000000003,341.1900000000001,402.00000000000006,48647.18000000001
04.266.498/0001-90-PS BOA VISTA DOS CARIOCAS,0,0,0,0,0,0,0,0,59.16,122.39999999999999,124.94999999999999,352,508.56999999999994,495.22999999999996,366.71000000000004,486.13,508.25000000000006,451.45,435.59999999999997,474.4,442.78,521.83,579.46,299.02,462.96000000000004,410.35,410.35,410.35,316.51,410.35,410.25,316.51,316.51,316.67,246.36,324.12,316.51,522.4,524.1000000000001,524.34,523.3900000000001,525.1000000000001,336.68000000000006,397.6000000000001,397.6,225.60000000000002,223.71000000000004,161.72,240.92000000000002,150,70.37,154.74000000000004,142.94000000000003,141.91000000000003,146.57000000000002,132.37,113.90000000000002,161.26000000000002,163.80000000000004,212.84,239.31999999999996,265.47,17594.390000000003
04.266.498/0001-90-PS BONFIM,1828,1646,1836.51,1629.2899999999997,1736.0400000000002,1899.3300000000002,1533.96,2373.1800000000003,1825.97,2007.81,795.29,726.89,853.96,750.14,782.9,946.68,873.8299999999999,813.1,963.4300000000001,705.12,944.29,922.79,1033.38,555.53,865.37,1000.44,892.33,1000.63,897.5,905.4200000000001,782.44,745.5,597.45,658.13,749.74,764.49,1090.87,895.21,894.96,893.4799999999998,894.32,894.3799999999999,561.06,364.62000000000006,364.61999999999995,287.21000000000004,348.64,199.13000000000002,243.68000000000006,214.12999999999997,80.07,202.11,181.85000000000002,292.89,175.12,211.07,227.09999999999994,180.15,225.1,247.92,246.7,233.88000000000002,50493.129999999976
04.266.498/0001-90-PS CANTO DA PALMEIRA,1138.71,1233.99,1137.73,1195.03,1196.25,1003.2099999999999,1443.54,1274.28,1117.2,1164.1200000000001,1199.6599999999999,1193.99,1089.0800000000002,1177.38,1085.13,0,1207.98,1170.24,1136.03,1082.89,1204.69,1123.69,1347.44,817.53,1292.9499999999998,1092.95,0,1092.95,996.24,920.8700000000001,815.4200000000001,633.4100000000001,595.84,714.2600000000001,695.35,602.52,968.53,1294.93,1295.3500000000001,1295.2299999999998,1294.09,1294.98,794.72,644.11,1003.1499999999999,716.1299999999999,425.2,234.6,617.3599999999999,399.15000000000015,94.11999999999999,503.74999999999994,367.82000000000005,399.57,272.13,395.11999999999995,408.03000000000003,335.63,419.1400000000001,335.54,395.45,437.96000000000015,52834.33999999999
04.266.498/0001-90-PS LAGOA DOS MACACOS,0,0,0,0,0,0,0,0,67.32,122.4,91.68,1082.3400000000001,1202.8799999999999,1211.0400000000002,1041.46,1209.51,1209.51,1216.0600000000002,1236.5600000000002,1006.16,1159.64,0,0,940,1333.6799999999998,1030.86,1030.86,1030.86,1030.86,1030.56,1030.76,266.46000000000004,1030.68,1029.95,936.99,936.22,937.02,1305.27,1305.6099999999997,1305.6899999999998,1303.4999999999993,1303.4799999999996,763.22,735.9999999999998,845.85,629.92,635.1399999999999,383.55000000000007,356.95,387.13,126.47,364.94,356.93000000000006,369.43999999999994,332.45,362.4700000000001,393.46000000000004,351.57000000000016,349.45,407.50000000000006,327.75,402.05,40858.11
04.266.498/0001-90-PS MUNDO NOVO,0,0,0,0,0,0,0,0,0,0,0,0,1214.8999999999999,1164.85,1281.1399999999999,1244.56,1526.86,1237.6999999999998,1222.9,1040.5,1419.9,1389.9099999999999,1218.23,810.72,1201.4299999999998,1164.3,0,1135.1399999999999,1144.26,1014.33,896.33,1131.26,998.24,716.85,1008.6,1011,1031.02,1331.12,1330.6299999999999,1329.7299999999998,1287.1999999999998,1330.1200000000001,801.9999999999999,1095.4299999999998,1216.9099999999994,1054.65,1149.5799999999997,598.4899999999999,723.5399999999998,769.5400000000001,131.51,471.15999999999997,654.38,542.34,353.51,631.51,596.5199999999999,659.55,692.1199999999997,676.25,623.6299999999999,987.9200000000001,48264.27
04.266.498/0001-90-PS OLHO D'AGUA DOS PIRES,0,0,0,0,0,0,0,0,61.2,183.6,79.56,833.86,774.38,835.58,802.9399999999999,842.17,850.88,789.1700000000001,843.54,863.6299999999999,928.9100000000001,906.98,211.53,61.12,78.03,175.95,157.07999999999998,631.53,729.5,729.53,716.74,0,631.24,608.71,630.18,631.09,729.4499999999999,903.3,897.9800000000001,905.1499999999999,904.8700000000001,903.6300000000002,546.06,493.6000000000001,690.1999999999999,497.71999999999997,441.6800000000001,284.59999999999997,359.68000000000006,312.1,85.62,255.17000000000002,166.17999999999998,276.19,169.10999999999996,300.62,231.15000000000003,256.98999999999995,273.44,183.53,172.34,199.55,27028.54
04.266.498/0001-90-PS SITIO DO ALEGRE,2957.46,1914.02,2254.63,1638.74,1895.22,2355.7400000000002,2320.0099999999998,2283.36,2247.55,2263.9,813.06,440.08,896.59,836.09,863.1199999999999,851.9000000000001,853.4300000000001,839.6600000000001,821.22,853.94,952.16,869.24,0,555.53,807.01,929.05,925.56,936.03,906.74,947.8900000000001,839.8900000000001,775.02,536.48,493.2,570.73,487.86,697.3000000000001,530.18,530.5,524.2499999999999,528.61,528.8700000000001,319.66,396.3100000000001,502.44,477.03999999999985,508.46999999999997,284.89,558.1500000000001,379.65000000000003,54.730000000000004,284.76000000000005,289.84999999999997,298.92999999999995,293.28999999999996,224.72999999999996,271.71,301.37,299.4799999999999,247.29,243.88000000000002,245.07000000000005,51553.520000000026
04.266.498/0001-90-PS TINGUIS,847.48,838.13,914.08,631.54,533.03,380.82,394.19000000000005,547.09,302.85999999999996,360.12,559.13,625.87,533.9100000000001,614.17,580.8299999999999,579.3,485.54,494.72999999999996,592.1800000000001,481.32,484.89,514.65,566.81,342,410.5,504.52,429.74,502.93,504.39,503.89,404.56,298.09000000000003,488.15000000000003,419.37,355.06,503.96,402.21,505,504.86,504.71000000000015,414.95000000000005,504.99,324.44,333.6,333.59999999999997,268.78,265.79999999999995,186.75000000000003,180.03999999999996,198.77,108.17,194.23999999999998,192.2,203.29000000000005,112.19999999999999,190.17,185.35000000000002,198.81,203.20000000000002,182.92000000000004,226.15999999999997,246.28000000000003,25701.319999999992
04.266.498/0001-90-USF LAGOA SECA,0,0,0,0,0,0,0,0,0,0,0,0,774.4,687.5,847.9,922.28,1105.3,926.22,867.12,899.35,1055.92,1062.07,0,555.51,1138.52,803.9,803.88,804.09,803.9,803.91,707.89,708.03,655.98,500.85,719.91,557.49,803.91,956.36,998.1799999999998,992.94,976.41,990.9799999999999,703.1199999999999,500.4,572.84,385.59,488.3399999999999,291.79999999999995,309.4699999999999,351.78,186.35000000000002,180.54,184.51,201.68,176.86000000000004,186.35000000000002,193.26000000000005,204.08,226.95,309.32000000000005,485.65999999999997,458.78000000000003,31028.379999999997
04.384.268/0001-25-PS DE CAJAZEIRAS,185.64,0,451.52000000000004,386.68,352,505,738.0699999999999,352,813.04,2503.16,2515.62,0,4066.42,3851.9,3998.67,3681.4900000000002,3658.81,4321.36,3339.3900000000003,0,3536.79,3660.16,3719.02,2160.18,2100.89,2471.42,2539.9900000000002,2540.7400000000002,2471.84,2540.9,2541.2000000000003,2540.9,2533.36,2533.36,2533.36,2533.36,2533.36,2533.36,2533.3599999999997,2533.3599999999997,2533.3599999999997,2533.3599999999997,1086.8,2533.36,2533.36,2110.72,2110.58,2030.73,2081.6299999999997,1940.15,554.25,1818.87,1410.8899999999999,1968.65,1529.04,1592.29,1903.28,2417.59,2549.33,2566.04,323.16999999999996,1935.45,130874.57999999996
04.433.246/0001-08-LABORATORIO HENRIQUE C BRANCO,3388.4,3351.03,3537.8,3385.0299999999997,2460.67,2657.68,3460.3700000000003,3337.52,3440.24,2690.42,2492.74,2401.68,2416.5,2365.48,2433.57,2290.09,2400.1200000000003,2437.08,2386.21,2442.4000000000005,2376.9,4799.62,2156.28,1848.6299999999999,1507.8400000000001,1516.8500000000001,1516.7500000000002,1519.58,1762.17,1692.3,1692.0800000000002,1692.16,1692.3700000000001,1692.23,1691.71,1692.3000000000002,1556.85,1340.12,1334.25,1334.7000000000003,1333.97,1334.71,1334.7300000000002,1217.69,1334.46,848.35,893.57,1048.48,1255.67,1295.6999999999998,1423.1899999999998,1153.0900000000001,1180.31,728.8100000000001,1330.33,826.36,754.5799999999999,584.16,987.92,1340.91,1547.32,1470.98,117416.01000000004
04.704.311/0001-92-PMS DE BARRA D'ALCANTARA,0,0,0,0,0,0,1021.94,1051.75,1068.54,666.1700000000001,536.47,542,338.64,582.88,0,0,0,0,809.4399999999999,432.99,0,0,0,409.02,409.16999999999996,483.62,0,956.4300000000001,0,0,0,0,0,0,483.99,0,483.59000000000003,483.98,483.85,483.6600000000001,483.64,483.73999999999995,0,0,483.37999999999994,1013.13,605.76,0,670.27,0,0,0,0,0,0,0,0,0,0,0,0,0,15468.05
05.237.276/0001-01-SIND RURAL DE BURITI DOS LOPES,1122,1122,403.92,1122,1122,860.88,1091.4,1035.96,875.1600000000001,979.2,979.2,975.1200000000001,0,263.12,0,348.48,979.2,279.57,269.52000000000004,227.12,134.05,192.7,1021.91,888.5500000000001,958.29,887.5199999999999,925.2099999999999,1026.3899999999999,967.15,1074.4899999999998,1115.4299999999998,1096.5,905.4200000000001,0,1043.65,906.1200000000001,765.0199999999999,1088.1,1031.24,967.6100000000002,914.59,977.7099999999999,901.8799999999999,364.14,354.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34563.700000000004
05.333.117/0001-00-SENC,320,300.8,304,254.4,256,200,152,104,216,233.6,211.2,68.8,72,0,0,0,0,33.6,0,0,0,0,0,0,43.2,24,30.4,0,65.6,0,0,49.6,0,0,28.8,0,11.2,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991.9999999999995
05.343.934/0001-40-INSTITUTO DE RADIOLOGIA,3106.7200000000003,4148.42,3942.96,3474.7599999999998,4380.05,4207.52,3124.2400000000007,3479.82,3653.41,1143.85,1792.6999999999998,2858.52,3088.92,2892.8700000000003,2953.43,1698.0700000000002,2734,2389.63,2247.45,1476.95,1087.23,1394.82,902.14,717.03,552.68,679.99,675.3,313.39,266.07,220.84000000000003,217.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.62,463.36,326.65999999999997,429.29999999999995,387.66999999999996,311.64,355.83,280.09000000000003,307.46,295.73,270.5,270.5,302.96,0,0,70204.90999999999
05.385.414/0002-80-HOSP DONINHA ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,119.74000000000001,157.17999999999998,10820.49,4832.179999999999,4931.29,4913.299999999999,5041.509999999999,5367.9,5279.8099999999995,5381.14,6561.92,9801.76,9695.9,9489.29,12330.119999999999,12222.330000000002,12334.249999999998,15232.470000000001,15281.050000000001,18796.99,18801.19,19014.1,18354.7,18488.55,18392.92,18399.74,18378.920000000002,18279.639999999996,18304.039999999997,18243.8,18287.31,18344.879999999997,17348.399999999998,17291.649999999998,424541.71
05.520.663/0001-50-CL DE MED FISICA E REABIL LTDA,2929.5,3874.5,3439.8,3080.7,3458.7,3383.1000000000004,3383.1,2664.9,3628.7999999999997,3042.8999999999996,3609.8999999999996,3156.3,3439.8,3723.2999999999997,3213,3364.2,3628.8,3269.7,3345.3,5114.340000000001,3439.8,3061.8,3383.1,2840.67,3343.41,3005.1000000000004,3042.9,2457,3005.1000000000004,3343.41,3343.41,1776.6,3005.1000000000004,1398.6000000000001,2816.1000000000004,2589.3,2154.6,2797.2,3175.2,3156.3,2797.2,0,6499.71,3343.41,3343.41,3343.41,3343.41,0,7835.200000000001,3846.8,3728.8,3728.8,3398.3999999999996,3634.4,3115.2,3823.2,4179.5599999999995,4179.56,4179.56,4179.56,3178.92,5177.840000000001,206741.69000000006
05.521.117/0001-34-LABORATORIO MEDICO SAO JOAO LTD,4024.8399999999997,4071.540000000001,4571.23,4147.2699999999995,4059.2999999999997,4301.490000000001,4079.4399999999996,4799.629999999999,4725.8200000000015,4798.73,4464.9400000000005,4218.71,4052.8500000000004,4126.74,4039.21,4001.3100000000004,4023.7999999999997,4155.33,4313.530000000001,4051.320000000001,2945.1200000000003,8735.619999999999,4130.5599999999995,3792.8799999999997,2655.56,2683.29,2775.5900000000006,2712.0199999999995,3150.1,2828.14,2829.08,2828.5800000000004,2829.08,2828.62,2828.45,2828.44,2602.66,2240.55,2230.6,2193.43,1884.8400000000004,2230.8,2188.9100000000003,2219.68,2231.07,2230.42,2202.2,2775.9400000000005,2786.6499999999996,2787.4799999999996,2787.22,2479.34,2670.37,2787.9100000000003,0,5578.360000000001,2787.4400000000005,2783.64,2788.0299999999993,2783.53,2788.88,2788.27,204236.38000000003
05.522.917/0001-70-C DE S ADELINO MATOS,0,0,0,0,2279.22,3061.8300000000004,3517.8999999999996,3397.02,3600.1099999999997,3331.1400000000003,3252.5,3665.78,4561.26,3206.9700000000003,3873.94,3695.3200000000006,3886.4300000000007,3391.55,2813.46,4337.5199999999995,3931.43,6556.900000000001,2517.6200000000003,4305.9,3426.5,3607.47,5906.19,3941.78,4124.920000000001,3552.6200000000003,0,4180.98,3789.1299999999997,4869.089999999999,4951.959999999999,5374.089999999999,6299.25,4678.339999999999,6791.570000000001,7499.699999999999,5576.759999999998,5066.38,3931.08,6944.68,6606.24,6291.6,6617.549999999999,5652.59,4741.279999999999,5168.509999999999,5507.889999999999,4405.219999999999,5847.49,6623.930000000001,6329.829999999999,6036.55,8118.24,6569.549999999999,7577.33,5691.469999999999,5367.24,7754.6900000000005,278603.4899999999
